SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/0_duplicates/~$нансовая безопасность прил.3.doc,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Ciklum/Sales Organisation Overview/Deck for Monday.pptx,,,,,2025:10:31 17:33:52+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928432.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/Downloads/Step duration (14).xlsx,,,,,2025:10:31 17:34:24+01:00,,,,,,,,,,,,2020:01:31 08:22:51Z,,,,,,1761928464.0,,,,,,,,,,,,1580458971.0,,1580458971.0,2020
D:/HDD Data/OTHER/_нина567/оцінка ІП.xlsx,,,,,2025:10:31 17:54:38+01:00,,,,,,,,,,,,2016:04:18 20:17:50Z,,,,,,1761929678.0,,,,,,,,,,,,1461010670.0,,1461010670.0,2016
D:/HDD Data/OTHER/Учеба/СРС по РФУ.doc,,,,2012:12:21 07:39:00,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,,,1356071940.0,1761929866.0,,,,,,,,,,,,,,1356071940.0,2012
D:/HDD Data/Downloads/Recruitment Activity (37).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2020:04:16 08:40:33Z,,,,,,1761928460.0,,,,,,,,,,,,1587026433.0,,1587026433.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (31).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:03:27 08:20:44Z,,,,,,1761928453.0,,,,,,,,,,,,1585297244.0,,1585297244.0,2020
D:/HDD Data/Downloads/_drill_of_rec_sours pivot (2).xlsx,,,,,2025:10:31 17:34:29+01:00,,,,,,,,,,,,2020:07:01 09:13:58Z,,,,,,1761928469.0,,,,,,,,,,,,1593594838.0,,1593594838.0,2020
D:/HDD Data/OTHER/Downloads/David_Guetta_feat._Skylar_Grey_-_She_Shot_Me_Down_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:04+01:00,,,2014,,,,,,,,,,,,,,,1761929524.0,,,,,,,,,,,,,,1761929524.0,2025
D:/HDD Data/Luxoft/FS updates/RBS for Parveen Kaur_3.pdf,,,2018:06:20 13:15:29+03:00,,2025:10:31 17:50:51+01:00,,,,,,,,,,,,,,,,1529489729.0,,1761929451.0,,,,,,,,,,,,,,1529489729.0,2018
D:/HDD Data/OTHER/Диплом Галаган/Практика.jpg,,,,,2025:10:31 17:54:46+01:00,,,,,,,,,,,,,,,,,,1761929686.0,,,,,,,,,,,,,,1761929686.0,2025
D:/HDD Data/Luxoft/FS updates/BT Calendar as of 23 10.pdf,,,2018:10:23 10:59:27,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1540285167.0,,1761929449.0,,,,,,,,,,,,,,1540285167.0,2018
D:/HDD Data/OTHER/Downloads/dastic-go-home_(get-tune.net).mp3,,,,,2025:10:31 17:52:02+01:00,,,,,,,,,,,,,,,,,,1761929522.0,,,,,,,,,,,,,,1761929522.0,2025
D:/HDD Data/OTHER/Downloads/Hardwell_-_Tomorrowland_2014_MainStage_Day_2_19.07.2014_(get-tune.net).mp3,,,,,2025:10:31 17:52:32+01:00,,,,,,,,,,,,,,,,,,1761929552.0,,,,,,,,,,,,,,1761929552.0,2025
D:/HDD Data/Ciklum/Delivery Operation Model/Notes.docx,,,,,2025:10:31 17:33:40+01:00,,,,,,,,,,,,2020:06:22 05:11:00Z,,,,,,1761928420.0,,,,,,,,,,,,1592802660.0,,1592802660.0,2020
D:/HDD Data/OTHER/Downloads/Wilkinson_-_Afterglow_(www.primemusic.ru).mp3,,,,,2025:10:31 17:53:20+01:00,,,2013,,,,,,,,,,,,,,,1761929600.0,,,,,,,,,,,,,,1761929600.0,2025
D:/HDD Data/Luxoft/Refinitiv 3 Squad Proposal/Refinitiv 3 Squad Scale 2 - upd.pptx,,,,,2025:10:31 17:50:58+01:00,,,,,,,,,,,,2018:05:18 13:22:50Z,,,,,,1761929458.0,,,,,,,,,,,,1526649770.0,,1526649770.0,2018
D:/HDD Data/OTHER/Downloads/Jam_and_Spoon_feat._Plavka_vs._David_May_and_Amfree_-_Right_In_The_Night_(Bodybangers_Remix)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:35+01:00,,,2013,,,,,,,,,,,,,,,1761929555.0,,,,,,,,,,,,,,1761929555.0,2025
D:/HDD Data/Downloads/Vacancies Pipeline TUI.xlsx,,,,,2025:10:31 17:34:26+01:00,,,,,,,,,,,,2020:09:07 10:42:41Z,,,,,,1761928466.0,,,,,,,,,,,,1599475361.0,,1599475361.0,2020
D:/HDD Data/OTHER/Downloads/Julian Calor-Imperial (Original Mix) (320 Kbps) www.mp3c.cc .mp3,,,,,2025:10:31 17:52:36+01:00,,,2014,,,,,,,,,,,,,,,1761929556.0,,,,,,,,,,,,,,1761929556.0,2025
D:/HDD Data/Luxoft/FS updates/Macquarie_Juno Upgrade_Confirmation System Strategy & Redevelopment - St....pdf,,,2018:11:13 13:00:19+02:00,,2025:10:31 17:50:51+01:00,,,,,,,,,,,,,,,,1542106819.0,,1761929451.0,,,,,,,,,,,,,,1542106819.0,2018
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_08.07.19_upd.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/OTHER/elitno.com.ua/форма.docx,,,,,2025:10:31 17:53:33+01:00,,,,,,,,,,,,2013:03:29 12:25:00Z,,,,,,1761929613.0,,,,,,,,,,,,1364559900.0,,1364559900.0,2013
D:/HDD Data/Галаган Дмитро Акти/Галаган Дмитро/Березень 02.03 2022 Галаган.pdf,,,2023:08:16 16:59:55+03:00,,2025:10:31 18:28:42+01:00,,2023:08:16 16:59:55+03:00,,,,,,,,,,,,,,1692194395.0,,1761931722.0,,1692194395.0,,,,,,,,,,,,1692194395.0,2023
D:/HDD Data/OTHER/Downloads/Fun_-_We_Are_Young_Slider_Magnit_Remix_Edit_(get-tune.net).mp3,,,,,2025:10:31 17:52:18+01:00,,,2013,,,,,,,,,,,,,,,1761929538.0,,,,,,,,,,,,,,1761929538.0,2025
D:/HDD Data/OTHER/Downloads/Little_Nikki_-_Little_Nikki_Says_video_edit_(get-tune.net).mp3,,,,,2025:10:31 17:52:41+01:00,,,,,,,,,,,,,,,,,,1761929561.0,,,,,,,,,,,,,,1761929561.0,2025
D:/HDD Data/Ciklum/CV to close vacancy/CVs to close vacancy_07.12.2019_cleaned updated.xlsb,,,,,2025:10:31 17:33:39+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928419.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/Ciklum/Cost per Hire/Cost per Hire planning_13.03.2020.xlsx,,,,,2025:10:31 17:33:37+01:00,,,,,,,,,,,,2020:01:03 10:46:49Z,,,,,,1761928417.0,,,,,,,,,,,,1578048409.0,,1578048409.0,2020
D:/HDD Data/Ciklum/Job Board Analytics/job boards.zip,,,,,2025:10:31 17:33:44+01:00,,,,,,,,,,,,,,,,,,1761928424.0,,,,,,,,,,,,,,1761928424.0,2025
D:/HDD Data/OTHER/Downloads/Data_Extract_From_World_Development_Indicators (18).xlsx,,,,,2025:10:31 17:52:02+01:00,,,,,,,,,,,,,,,,,,1761929522.0,,,,,,,,,,,,,,1761929522.0,2025
D:/HDD Data/Галаган Дмитро Акти/Галаган Дмитро/Січень 2022 Галаган.pdf,,,2023:08:16 16:53:35+03:00,,2025:10:31 18:28:42+01:00,,2023:08:16 16:53:35+03:00,,,,,,,,,,,,,,1692194015.0,,1761931722.0,,1692194015.0,,,,,,,,,,,,1692194015.0,2023
D:/HDD Data/OTHER/Downloads/Krewella_-_Party_Monster_by_Krewella_(get-tune.net).mp3,,,,,2025:10:31 17:52:39+01:00,,,2013,,,,,,,,,,,,,,,1761929559.0,,,,,,,,,,,,,,1761929559.0,2025
D:/HDD Data/Downloads/Recruitment Activity (26).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2019:11:28 13:46:07Z,,,,,,1761928460.0,,,,,,,,,,,,1574948767.0,,1574948767.0,2019
D:/HDD Data/Ciklum/Taleo Upgrade/Resume parsing.docx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:08:17 12:33:00Z,,,,,,1761928441.0,,,,,,,,,,,,1597667580.0,,1597667580.0,2020
D:/HDD Data/Luxoft/FS updates/BT Calendar as of 27 11 18.pdf,,,2018:11:27 10:56:33,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1543312593.0,,1761929449.0,,,,,,,,,,,,,,1543312593.0,2018
D:/HDD Data/OTHER/Flashka 2/IMG_0007.jpg,2013:08:09 08:50:29,,,,2025:10:31 17:53:33+01:00,,,,,,,,,,,,,,1376031029.0,,,,1761929613.0,,,,,,,,,,,,,,1376031029.0,2013
D:/HDD Data/Downloads/All vacancies (67).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:05:05 07:16:08Z,,,,,,1761928444.0,,,,,,,,,,,,1588662968.0,,1588662968.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (60).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:08:17 12:03:18Z,,,,,,1761928453.0,,,,,,,,,,,,1597665798.0,,1597665798.0,2020
D:/HDD Data/Downloads/view.htm,,,,,2025:10:31 17:34:27+01:00,,,,,,,,,,,,,,,,,,1761928467.0,,,,,,,,,,,,,,1761928467.0,2025
D:/HDD Data/Ciklum/Rejection rate&Backlog/Recruitment Activity_Closed.xlsx,,,,,2025:10:31 17:33:52+01:00,,,,,,,,,,,,2020:09:01 11:56:30Z,,,,,,1761928432.0,,,,,,,,,,,,1598961390.0,,1598961390.0,2020
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201007-20201009 (1).xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/OTHER/_Нина уровни ИП.docx,,,,,2025:10:31 17:51:17+01:00,,,,,,,,,,,,2015:04:05 07:08:00Z,,,,,,1761929477.0,,,,,,,,,,,,1428217680.0,,1428217680.0,2015
D:/HDD Data/Ciklum/eToro&Moon Active/Vacancies Pipeline Deep Dive_v2.xlsx,,,,,2025:10:31 17:33:44+01:00,,,,,,,,,,,,2020:09:07 10:42:41Z,,,,,,1761928424.0,,,,,,,,,,,,1599475361.0,,1599475361.0,2020
D:/HDD Data/Ciklum/Monthly vacancy balance/All vacancies_4.8.2020.xlsx,,,,,2025:10:31 17:33:48+01:00,,,,,,,,,,,,2020:08:04 09:21:37Z,,,,,,1761928428.0,,,,,,,,,,,,1596532897.0,,1596532897.0,2020
D:/HDD Data/OTHER/Downloads/FreeHideIP-4.1.8.6.Setup.exe,,,,,2025:10:31 17:52:18+01:00,,,,,,,,,,,,,,,,,,1761929538.0,,,,,,,,,,,,,,1761929538.0,2025
D:/HDD Data/Ciklum/CV to close vacancy/CVs to close vacancy_18.12.2019_Sources.xlsb,,,,,2025:10:31 17:33:40+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928420.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/OTHER/Downloads/us_fdiflowsstock_28946429099294.xls,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/Downloads/Referral program changes.pptx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:07:22 13:31:41Z,,,,,,1761928461.0,,,,,,,,,,,,1563802301.0,,1563802301.0,2019
D:/HDD Data/OTHER/Downloads/us_gdptotal_43660475195878.xls,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/Ciklum/Backlog cleaning/All vacancies_27.11.2019.xlsx,,,,,2025:10:31 17:33:30+01:00,,,,,,,,,,,,2019:11:27 08:50:59Z,,,,,,1761928410.0,,,,,,,,,,,,1574844659.0,,1574844659.0,2019
D:/HDD Data/Downloads/Candidate Sources (22).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:02:10 16:26:14Z,,,,,,1761928452.0,,,,,,,,,,,,1581351974.0,,1581351974.0,2020
D:/HDD Data/OTHER/Downloads/Staryj Kadillak - Vidno (feat. Vitya AK).mp3,,,,,2025:10:31 17:53:07+01:00,,,2014,,,,,,,,,,,,,,,1761929587.0,,,,,,,,,,,,,,1761929587.0,2025
D:/HDD Data/Luxoft/20M business case/Financial model 20M_v1.pptx,,,,,2025:10:31 17:49:57+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929397.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/OTHER/Downloads/Jack_Holiday_and_B-Case_feat._Nico_Santos_-_Feel_It_(Jack_Holiday_Club_Mix)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:35+01:00,,,2013,,,,,,,,,,,,,,,1761929555.0,,,,,,,,,,,,,,1761929555.0,2025
D:/HDD Data/OTHER/Downloads/Mike-Williams-Sweet-amp-Sour-Extended-Mix(muzofon.com).mp3,,,,,2025:10:31 17:52:48+01:00,,,2016,,,,,,,,,,,,,,,1761929568.0,,,,,,,,,,,,,,1761929568.0,2025
D:/HDD Data/OTHER/Downloads/us_cpi_a_86612869985322.xls,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/OTHER/Downloads/No_ID_-_Pray_For_Ukraine_(get-tune.net).mp3,,,,,2025:10:31 17:52:51+01:00,,,2014,,,,,,,,,,,,,,,1761929571.0,,,,,,,,,,,,,,1761929571.0,2025
D:/HDD Data/Downloads/GWM analytics_v2.xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:10:21 07:42:21Z,,,,,,1761928455.0,,,,,,,,,,,,1603266141.0,,1603266141.0,2020
D:/HDD Data/Downloads/All vacancies (50).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:04:01 08:34:48Z,,,,,,1761928444.0,,,,,,,,,,,,1585730088.0,,1585730088.0,2020
D:/HDD Data/Ciklum/Startup/Workforce platforms - grc.pdf,,,2020:02:25 13:51:17Z,,2025:10:31 17:33:59+01:00,,,,,,,,,,,,,,,,1582638677.0,,1761928439.0,,,,,,,,,,,,,,1582638677.0,2020
D:/HDD Data/Ciklum/Job Post Report/Job Post report_Database_04.07.2020.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:05:28 15:51:19Z,,,,,,1761928425.0,,,,,,,,,,,,1590681079.0,,1590681079.0,2020
D:/HDD Data/Ciklum/Rejection rate&Backlog/Analysis_rejection rate_Oct-20.xlsx,,,,,2025:10:31 17:33:52+01:00,,,,,,,,,,,,2020:09:01 13:04:24Z,,,,,,1761928432.0,,,,,,,,,,,,1598965464.0,,1598965464.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (60).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:02:04 16:33:54Z,,,,,,1761928451.0,,,,,,,,,,,,1580834034.0,,1580834034.0,2020
D:/HDD Data/Downloads/Ciklum_Template_Presentation_2016.pptx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2016:03:23 10:05:03Z,,,,,,1761928454.0,,,,,,,,,,,,1458727503.0,,1458727503.0,2016
D:/HDD Data/OTHER/Книги/umeite_mislit_genialno.zip,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,,,,,,,1761929687.0,,,,,,,,,,,,,,1761929687.0,2025
D:/HDD Data/OTHER/Downloads/Dina_Gabri_feat._Naguale_and_Sukhbir_-_Imagine_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:06+01:00,,,2014,,,,,,,,,,,,,,,1761929526.0,,,,,,,,,,,,,,1761929526.0,2025
D:/HDD Data/Downloads/All vacancies (69).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:05:07 14:25:53Z,,,,,,1761928444.0,,,,,,,,,,,,1588861553.0,,1588861553.0,2020
D:/HDD Data/Ciklum/SE & Digital attendance plans/SE Attendance Plan_July.xlsx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2020:06:18 07:04:29Z,,,,,,1761928433.0,,,,,,,,,,,,1592463869.0,,1592463869.0,2020
D:/HDD Data/Ciklum/E-mail for Kulraj Smagh/E-mail for Kulraj.xlsx,,,,,2025:10:31 17:33:43+01:00,,,,,,,,,,,,2020:02:13 14:36:31Z,,,,,,1761928423.0,,,,,,,,,,,,1581604591.0,,1581604591.0,2020
D:/HDD Data/OTHER/Downloads/Dievushka_v_poiezdie_-_Pola_Khokins-pdf.rar,,,,,2025:10:31 17:52:04+01:00,,,,,,,,,,,,,,,,,,1761929524.0,,,,,,,,,,,,,,1761929524.0,2025
D:/HDD Data/Luxoft/E-mails/Fwd  Avaloq interview (Monday 3 9 ).msg,,,,,2025:10:31 17:50:48+01:00,,,,,,,,,,,,,,,,,,1761929448.0,,,,,,,,,,,,,,1761929448.0,2025
D:/HDD Data/OTHER/Downloads/Example_-_Kids_Again_DJ_MOTi_Remix_(get-tune.net).mp3,,,,,2025:10:31 17:52:15+01:00,,,,,,,,,,,,,,,,,,1761929535.0,,,,,,,,,,,,,,1761929535.0,2025
D:/HDD Data/OTHER/Диплом Галаган/ВВЕДЕНИе1.docx,,,,,2025:10:31 17:54:46+01:00,,,,,,,,,,,,2013:05:20 08:05:00Z,,,,,,1761929686.0,,,,,,,,,,,,1369037100.0,,1369037100.0,2013
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (47).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 17:06:53Z,,,,,,1761928450.0,,,,,,,,,,,,1580404013.0,,1580404013.0,2020
D:/HDD Data/0_duplicates/~$WM Practice Bi-Weekly'18_02.11.2018.pptx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Ciklum/Time to Close Q'2/Billable vacancies balance dynamics pivot May'20.xlsx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:07:07 08:30:36Z,,,,,,1761928441.0,,,,,,,,,,,,1594110636.0,,1594110636.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (55).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:08:04 12:04:08Z,,,,,,1761928453.0,,,,,,,,,,,,1596542648.0,,1596542648.0,2020
D:/HDD Data/Downloads/Untitled Analysis (2).xlsx,,,,,2025:10:31 17:34:26+01:00,,,,,,,,,,,,2020:03:16 10:20:58Z,,,,,,1761928466.0,,,,,,,,,,,,1584354058.0,,1584354058.0,2020
D:/HDD Data/OTHER/beautiq.com.ua/parfumeriya_optom.rar,,,,,2025:10:31 17:51:19+01:00,,,,,,,,,,,,,,,,,,1761929479.0,,,,,,,,,,,,,,1761929479.0,2025
D:/HDD Data/Downloads/2020-07-08_evghenyj_shvetsov.pdf,,,2020:07:08 09:37:45+03:00,,2025:10:31 17:34:02+01:00,,2020:07:08 09:37:45+03:00,,,,,,,,,,,,,,1594190265.0,,1761928442.0,,1594190265.0,,,,,,,,,,,,1594190265.0,2020
D:/HDD Data/OTHER/CFA/2012.L3.B1.pdf,,,2011:09:11 23:58:35,,2025:10:31 17:51:43+01:00,,,,,,,,,,,,,,,,1315778315.0,,1761929503.0,,,,,,,,,,,,,,1315778315.0,2011
D:/HDD Data/OTHER/elitno.com.ua/Внутренняя оптимизация.docx,,,,,2025:10:31 17:53:33+01:00,,,,,,,,,,,,2013:01:06 18:56:00Z,,,,,,1761929613.0,,,,,,,,,,,,1357498560.0,,1357498560.0,2013
D:/HDD Data/Work PC_2/To Save/Avaloq (costs per person).xlsx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2015:06:01 12:56:35Z,,,,,,1761931704.0,,,,,,,,,,,,1433163395.0,,1433163395.0,2015
D:/HDD Data/Downloads/Customers (1).xlsx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2020:01:23 20:43:32+02:00,,,,,,1761928454.0,,,,,,,,,,,,1579805012.0,,1579805012.0,2020
D:/HDD Data/Downloads/Recruitment Activity (44).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2020:04:16 11:28:01Z,,,,,,1761928460.0,,,,,,,,,,,,1587036481.0,,1587036481.0,2020
D:/HDD Data/Ciklum/Pivot Table Training/Researchers KPI_For Training.xlsx,,,,,2025:10:31 17:33:49+01:00,,,,,,,,,,,,2020:04:16 09:23:00Z,,,,,,1761928429.0,,,,,,,,,,,,1587028980.0,,1587028980.0,2020
D:/HDD Data/Downloads/All vacancies (43).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:03:05 13:30:58Z,,,,,,1761928444.0,,,,,,,,,,,,1583415058.0,,1583415058.0,2020
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201007-20201008 (2).xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/Downloads/Book2 (3).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:06:09 13:17:08Z,,,,,,1761928452.0,,,,,,,,,,,,1591708628.0,,1591708628.0,2020
D:/HDD Data/Downloads/All vacancies - 2020-09-20T182030.496.xlsx,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,2020:09:20 15:20:31Z,,,,,,1761928445.0,,,,,,,,,,,,1600615231.0,,1600615231.0,2020
D:/HDD Data/OTHER/Downloads/Sander_Van_Doorn_Martin_Garrix_DVBBS_-_Gold_Skies_ft._Aleesia_(get-tune.net).mp3,,,,,2025:10:31 17:52:58+01:00,,,2014,,,,,,,,,,,,,,,1761929578.0,,,,,,,,,,,,,,1761929578.0,2025
D:/HDD Data/Downloads/All vacancies (6).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:01:03 08:15:24Z,,,,,,1761928444.0,,,,,,,,,,,,1578039324.0,,1578039324.0,2020
D:/HDD Data/Downloads/takeawaycom-annual-report-2018.pdf,,,2019:03:12 20:49:14+01:00,,2025:10:31 17:34:25+01:00,,2019:03:12 20:49:14+01:00,,,,,,,,,,,,,,1552420154.0,,1761928465.0,,1552420154.0,,,,,,,,,,,,1552420154.0,2019
D:/HDD Data/Ciklum/Recruitment KPI/Preliminary updated bonus schemes.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928431.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/OTHER/CKH/Наказ на відрідження_Галаган Д.Ю.docx,,,,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,2017:01:04 11:05:00Z,,,,,,1761929510.0,,,,,,,,,,,,1483527900.0,,1483527900.0,2017
D:/HDD Data/Downloads/8_dimagalagan1991_export.tar,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/Work PC_2/To Save/DELL -Fin Model (01.08.2017).xlsx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2017:06:12 07:53:33Z,,,,,,1761931704.0,,,,,,,,,,,,1497254013.0,,1497254013.0,2017
D:/HDD Data/Downloads/Candidate Sources.xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2019:12:18 08:29:39Z,,,,,,1761928453.0,,,,,,,,,,,,1576657779.0,,1576657779.0,2019
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-07-09T110308.796.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:07:09 08:03:08Z,,,,,,1761928451.0,,,,,,,,,,,,1594281788.0,,1594281788.0,2020
D:/HDD Data/Downloads/Recomendations (5).xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2020:02:05 09:13:23Z,,,,,,1761928459.0,,,,,,,,,,,,1580894003.0,,1580894003.0,2020
D:/HDD Data/Downloads/All vacancies (14).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2020:01:27 16:02:32Z,,,,,,1761928443.0,,,,,,,,,,,,1580140952.0,,1580140952.0,2020
D:/HDD Data/OTHER/Фильмы/Sherlok.Holms.2.2011.Dt.HDRip.2100MB.avi,,,,,2025:10:31 18:16:28+01:00,,,,,,,,,,,,,,,,,,1761930988.0,,,,,,,,,,,,,,1761930988.0,2025
D:/HDD Data/Downloads/Recruitment Activity (31).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2019:11:28 13:54:10Z,,,,,,1761928460.0,,,,,,,,,,,,1574949250.0,,1574949250.0,2019
D:/HDD Data/OTHER/Учеба/0637321_EC901_lekcii_po_rynku_finansovyh_uslug.doc,,,,2008:04:26 05:24:00,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,,,1209180240.0,1761929866.0,,,,,,,,,,,,,,1209180240.0,2008
D:/HDD Data/Downloads/account_504705699_conversion_performance_report (1).csv,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,,,,,,,1761928443.0,,,,,,,,,,,,,,1761928443.0,2025
D:/HDD Data/Downloads/Researchers KPI (49).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:04:29 15:03:49Z,,,,,,1761928462.0,,,,,,,,,,,,1588172629.0,,1588172629.0,2020
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201013-20201015.xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,,,,,,,1761928450.0,,,,,,,,,,,,,,1761928450.0,2025
D:/HDD Data/OTHER/Downloads/myzuka.ru_02_django_feat_rocky_roberts.mp3,,,,,2025:10:31 17:52:48+01:00,,,2012,,,,,,,,,,,,,,,1761929568.0,,,,,,,,,,,,,,1761929568.0,2025
D:/HDD Data/OTHER/Downloads/Hardwell-On-Air-273_(get-tune.net).mp3,,,,,2025:10:31 17:52:28+01:00,,,,,,,,,,,,,,,,,,1761929548.0,,,,,,,,,,,,,,1761929548.0,2025
